I thought you’d never get here!,I thought you’d never get here!,
You are my ticket out of this hole!,You are my ticket out of this hole!,
And not a moment too soon I might add!,And not a moment too soon I might add!,
The man shuffles to his feet and dusts himself off as if preparing to leave,The man shuffles to his feet and dusts himself off as if preparing to leave,
"First of all I have no idea what you’re talking about and secondly, surely you realize you’re chained up?","First of all, I have no idea what you’re talking about; secondly, surely you realise you’re chained up?",
A minor inconvenience!,‘Tis but a minor inconvenience!,
The Blind Maiden has brought you thus far and no doubt the rest of the solution to this little conundrum is about to present itself,The Blind Maiden has brought you thus far and no doubt the rest of the solution to this little conundrum is about to present itself,
Iago zha Droma is not fated to spend the rest of his life rotting away in chains,"Iago zha Droma is not fated to spend the rest of his life rotting away, fettered in chains",
"If the Blind Maiden favors you so, how did you end up in this hole?","If the Blind Maiden favours you so, how did you end up in this hole?",
The Maiden merely deals us our hands of cards; it is for us to play them,The Maiden merely deals us our hands of cards; it is for us to play them,
"I, perhaps, played my last hand poorly","I, perhaps, played my last hand poorly",
A small lover’s quarrel stemming from a simple misunderstanding led to a series of unfortunate events that landed me here,A small lover’s quarrel stemming from a simple misunderstanding led to a series of unfortunate events that landed me here,
He rattles his chains as if to emphasize his plight,He rattles his chains as if to emphasise his plight,
But the Maiden kisses me again and here you are,But the Maiden kisses me again - and here you are,
My rescue!,My rescue!,
"Oh, is that so?","Oh, is that so?",
All I ask of you is that you intercede on my behalf to the Queen,All I ask of you is that you intercede on my behalf to the Queen,
"Though she certainly loves me madly, she has also decided that I am to meet my end chained up in this oubliette shit-hole","Though she certainly loves me madly, she has also decided that I am to meet my end chained up in this oubliette shithole",
For the briefest of moments Iago loses his composure and the slightest hint of desperation creeps into his voice,For the briefest of moments Iago loses his composure and the slightest hint of desperation creeps into his voice,
"Hold on, I have some questions first","Hold on, I have some questions first",
Iago looks at you impatiently,Iago looks at you impatiently,
Why exactly are you chained up here?,Why exactly are you chained up here?,
Why should I help you?,Why should I help you?,
I'll be back,I'll be back,
Has the Blind Maiden ordained my freedom yet?,Has the Blind Maiden ordained my freedom yet?,
Not yet but I have some questions first!,Not yet but I have some questions first!,
Not yet,Not yet,
There is not a sea on Warda untouched by Ombarian hulls,There is not a sea on Warda untouched by Ombarian hulls,
I do not deny that we whisper tales of such things when we are safe on dry land with a cup of wine in our hands,I do not deny that we whisper tales of such things when we are safe on dry land with a cup of wine in our hands,
Of things older than time that dwell in the unfathomable depths of the seas,Of things older than time that dwell in the unfathomable depths of the seas,
"But to hear of one in this age, and to encounter it no less!","But to hear of one in this age, and to encounter it no less!",
Such things should not be,Such things should not be,
It is madness given form,It is madness given form,
A shadow passes over the man’s face,A shadow passes over the man’s face,
Where is your ship now?,Where is your ship now?,
I had some other questions for you,I had some other questions for you,
We limped into a safe haven in one of this island’s excellent more ‘private’ coves,We limped into a safe haven in one of this island’s excellent more ‘private’ coves,
My crew awaits there as we make repairs and forage for supplies,My crew awaits there as we make repairs and forage for supplies,
Let’s just say there is a reason Idra is so prized amongst those who fly the black sails,Let’s just say there is a reason Idra is so prized amongst those who fly the black sails,
Iago winks at you,Iago winks at you,
So you’re a smuggler then?,"So, you’re a smuggler then?",
Kat blurts out with not a little awe in her voice,Kat blurts out with not a little awe in her voice,
Iago fixes her with sultry gaze,Iago fixes her with sultry gaze,
